created_at,id_str,tweets_texto,tipo,Classificador,tweets_Preprocessados,tweets_normalizados,tweets_sem_stopwords,tweets_sem_stopwords_Normal,tweets_PreprocessadosPlus,tweets_sem_stopwordsPlus
17/05/3921 17:53,"1,39E+18","Todo dia a gente sofre com o machismo dentro da comunidade. Todo dia alguém sofre com o racismo, xenofobia, etc. E vocês vêm problematizar a FOFOCA??? 
Um monte de problemas maiores, mas é a FOFOCA que incomoda???",0,Negativo,"todo dia a gente sofre com o machismo dentro da comunidade todo dia alguem sofre com o racismo, xenofobia, etc e voces vem problematizar a fofoca??? 
um monte de problemas maiores, mas e a fofoca que incomoda???",todo dia a gente sofre com o machismo dentro da comunidade todo dia alguém sofre com o racismo xenofobia etc e vocês vêm problematizar a fofoca um monte de problemas maiores mas é a fofoca que incomoda,"dia gente sofre machismo comunidade dia alguem sofre racismo, xenofobia, etc voces problematizar fofoca??? monte problemas maiores, fofoca incomoda???",dia gente sofre machismo comunidade dia alguém sofre racismo xenofobia etc problematizar fofoca monte problemas maiores fofoca incomoda,todo dia a gente sofre com o machismo dentro da comunidade todo dia alguem sofre com o racismo xenofobia etc e voces vem problematizar a fofoca um monte de problemas maiores mas e a fofoca que incomoda,dia gente sofre machismo comunidade dia alguem sofre racismo xenofobia etc voces problematizar fofoca monte problemas maiores fofoca incomoda
17/05/3921 17:52,"1,39E+18",Frustrante ver isso vindo de um nordestino e quem tem biografia suficiente p saber bem que isso é xenofobia,0,Negativo,__gabrielleal jeanwyllys_real frustrante ver isso vindo de um nordestino e quem tem biografia suficiente p saber bem que isso e xenofobia,gabrielleal jeanwyllysreal frustrante ver isso vindo de um nordestino e quem tem biografia suficiente para saber bem que isso é xenofobia,__gabrielleal jeanwyllys_real frustrante nordestino biografia suficiente p xenofobia,gabrielleal jeanwyllysreal frustrante nordestino biografia suficiente xenofobia,gabrielleal jeanwyllysreal frustrante ver isso vindo de um nordestino e quem tem biografia suficiente para saber bem que isso e xenofobia,gabrielleal jeanwyllysreal frustrante nordestino biografia suficiente xenofobia
17/05/3921 17:52,"1,39E+18","Faço de suas minhas palavras!Devemos nos unir e derrubar absolutamente todos os robôs bolsonaristas principalmente por Spam,discurso de ódio,xenofobia e por eles subirem hashtags de apoio e idolatria ao minto.",0,Negativo,"jani_valverd jmmkazi faco de suas minhas palavras!devemos nos unir e derrubar absolutamente todos os robos bolsonaristas principalmente por spam,discurso de odio,xenofobia e por eles subirem hashtags de apoio e idolatria ao minto",janivalverd jmmkazi faço de suas minhas palavras devemos nos unir e derrubar absolutamente todos os robôs bolsonaristas principalmente por siam discurso de ódio ex fobia e por eles subirem hashtags de apoio e idolatria ao minto,"jani_valverd jmmkazi faco palavras!devemos unir derrubar absolutamente robos bolsonaristas principalmente spam,discurso odio,xenofobia subirem hashtags idolatria minto",janivalverd jmmkazi palavras devemos unir derrubar absolutamente robôs bolsonaristas principalmente siam discurso ódio ex fobia subirem hashtags idolatria minto,janivalverd jmmkazi faco de suas minhas palavras devemos nos unir e derrubar absolutamente todos os robos bolsonaristas principalmente por siam discurso de odio ex fobia e por eles subirem hashtags de apoio e idolatria ao minto,janivalverd jmmkazi faco palavras devemos unir derrubar absolutamente robos bolsonaristas principalmente siam discurso odio ex fobia subirem hashtags idolatria minto
17/05/3921 17:51,"1,39E+18","Mas isso não é xenofobia, pq xenofobia é crime e crime é coisa de carioca",1,Positivo,"vinici_usxs estheticsofart xxluw mas isso nao e xenofobia, pq xenofobia e crime e crime e coisa de carioca",viniciusxs estheticsofart xxluw mas isso não é xenofobia porque xenofobia é crime e crime é coisa de carioca,"vinici_usxs estheticsofart xxluw nao xenofobia, pq xenofobia crime crime carioca",viniciusxs estheticsofart xxluw xenofobia xenofobia crime crime carioca,viniciusxs estheticsofart xxluw mas isso nao e xenofobia porque xenofobia e crime e crime e coisa de carioca,viniciusxs estheticsofart xxluw nao xenofobia xenofobia crime crime carioca
17/05/3921 17:51,"1,39E+18","Era simples, não concordou com a fala de Ciro? PROVE 
mostre que é mentira 
Agora, XENOFOBIA?
Vindo de pessoas que se dizem lutar contra o ódio mas praticam do mesmo ???????????",0,Negativo,"era simples, nao concordou com a fala de ciro? prove 
mostre que e mentira 
agora, xenofobia?
vindo de pessoas que se dizem lutar contra o odio mas praticam do mesmo ???????????",era simples não concordou com a fala de ciro prove mostre que é mentira agora xenofobia vindo de pessoas que se dizem lutar contra o ódio mas praticam do mesmo,"simples, nao concordou fala ciro? prove mostre mentira agora, xenofobia? pessoas lutar odio praticam ???????????",simples concordou fala ciro prove mostre mentira xenofobia pessoas lutar ódio praticam,era simples nao concordou com a fala de ciro prove mostre que e mentira agora xenofobia vindo de pessoas que se dizem lutar contra o odio mas praticam do mesmo,simples nao concordou fala ciro prove mostre mentira xenofobia pessoas lutar odio praticam
17/05/3921 17:50,"1,39E+18","namoral o Ciro tinha que processar esses canalhas que o chamam de ""coronel"". É um tipo de fake news misturado com xenofobia que não dá pra deixar passar batido.",2,Nao Classificado,"namoral o ciro tinha que processar esses canalhas que o chamam de ""coronel"" e um tipo de fake news misturado com xenofobia que nao da pra deixar passar batido",moral o ciro tinha que processar esses canalhas que o chamam de coronel é um tipo de fake news misturado com xenofobia que não dá pra deixar passar batido,"namoral ciro processar canalhas chamam ""coronel"" fake news misturado xenofobia nao pra deixar passar batido",moral ciro processar canalhas chamam coronel fake news misturado xenofobia pra deixar passar batido,moral o ciro tinha que processar esses canalhas que o chamam de coronel e um tipo de fake news misturado com xenofobia que nao da pra deixar passar batido,moral ciro processar canalhas chamam coronel fake news misturado xenofobia nao pra deixar passar batido
17/05/3921 17:49,"1,39E+18","E é o que deviamos fazer com todos os robominions bolsonaristas.Denunciar eles em massa por Spam,discurso de ódio,Xenofobia e espalhar fake news e teorias da conspiração.",0,Negativo,"jani_valverd e e o que deviamos fazer com todos os robominions bolsonaristasdenunciar eles em massa por spam,discurso de odio,xenofobia e espalhar fake news e teorias da conspiracao",janivalverd e é o que devíamos fazer com todos os robozinhos bolsonaristas de uncial eles em massa por siam discurso de ódio ex fobia e espalhar fake news e teorias da conspiração,"jani_valverd deviamos robominions bolsonaristasdenunciar massa spam,discurso odio,xenofobia espalhar fake news teorias conspiracao",janivalverd devíamos robozinhos bolsonaristas uncial massa siam discurso ódio ex fobia espalhar fake news teorias conspiração,janivalverd e e o que deviamos fazer com todos os robozinhos bolsonaristas de uncial eles em massa por siam discurso de odio ex fobia e espalhar fake news e teorias da conspiracao,janivalverd deviamos robozinhos bolsonaristas uncial massa siam discurso odio ex fobia espalhar fake news teorias conspiracao
17/05/3921 17:46,"1,39E+18","é triste ver petistas atacando o Ciro e usando a xenofobia para isso , nao conseguem rebater o que ele fala sobre o PT , 
nao conseguem refletir um pouco sobre o que ele esta falando e o atacam de forma baixa , por isso PT nunca mais , to com Ciro e nao abro ",0,Negativo,"e triste ver petistas atacando o ciro e usando a xenofobia para isso , nao conseguem rebater o que ele fala sobre o pt , nao conseguem refletir um pouco sobre o que ele esta falando e o atacam de forma baixa , por isso pt nunca mais , to com ciro e nao abro #ciro2022",é triste ver petistas atacando o ciro e usando a xenofobia para isso não conseguem rebater o que ele fala sobre o parte não conseguem refletir um pouco sobre o que ele esta falando e o atacam de forma baixa por isso parte nunca mais to com ciro e não abro ciro2022,"triste petistas atacando ciro usando xenofobia , nao conseguem rebater fala pt , nao conseguem refletir falando atacam baixa , pt , to ciro nao abro #ciro2022",triste petistas atacando ciro usando xenofobia conseguem rebater fala conseguem refletir falando atacam baixa to ciro abro ciro2022,e triste ver petistas atacando o ciro e usando a xenofobia para isso nao conseguem rebater o que ele fala sobre o parte nao conseguem refletir um pouco sobre o que ele esta falando e o atacam de forma baixa por isso parte nunca mais to com ciro e nao abro ciro2022,triste petistas atacando ciro usando xenofobia nao conseguem rebater fala nao conseguem refletir falando atacam baixa to ciro nao abro ciro2022
17/05/3921 17:46,"1,39E+18","Olha só, todo trabalhado na xenofobia e no preconceito contra nordestinos. Típico.",2,Nao Classificado,"jeanwyllys_real olha so, todo trabalhado na xenofobia e no preconceito contra nordestinos tipico",jeanwyllysreal olha só todo trabalhado na xenofobia e no preconceito contra nordestinos típico,"jeanwyllys_real olha so, trabalhado xenofobia preconceito nordestinos tipico",jeanwyllysreal olha trabalhado xenofobia preconceito nordestinos típico,jeanwyllysreal olha so todo trabalhado na xenofobia e no preconceito contra nordestinos tipico,jeanwyllysreal olha so trabalhado xenofobia preconceito nordestinos tipico
17/05/3921 17:45,"1,39E+18","Primeiro a utilização de xenofobia para ataca-lo, não o difere dos Bolsominions.
Segundo, você jamais seria o @cirogomes, te falta CARÁTER, decência, honra, credibilidade e uma carreira política exitosa! 
Tu é, e nunca passaram de ser, um relés devoto de CORRUPTO! Apenas!",2,Nao Classificado,"jeanwyllys_real primeiro a utilizacao de xenofobia para atacalo, nao o difere dos bolsominions
segundo, voce jamais seria o cirogomes, te falta carater, decencia, honra, credibilidade e uma carreira politica exitosa! 
tu e, e nunca passaram de ser, um reles devoto de corrupto! apenas!",jeanwyllysreal primeiro a utilização de xenofobia para atacalo não o difere dos homofóbicos segundo você jamais seria o cirogomes te falta caráter decência honra credibilidade e uma carreira política exitosa tu é e nunca passaram de ser um relés devoto de corrupto apenas,"jeanwyllys_real utilizacao xenofobia atacalo, nao difere bolsominions segundo, voce jamais cirogomes, carater, decencia, honra, credibilidade carreira politica exitosa! e, passaram ser, reles devoto corrupto! apenas!",jeanwyllysreal utilização xenofobia atacalo difere homofóbicos jamais cirogomes caráter decência honra credibilidade carreira política exitosa passaram relés devoto corrupto,jeanwyllysreal primeiro a utilizacao de xenofobia para atacalo nao o difere dos homofobicos segundo voce jamais seria o cirogomes te falta carater decencia honra credibilidade e uma carreira politica exitosa tu e e nunca passaram de ser um reles devoto de corrupto apenas,jeanwyllysreal utilizacao xenofobia atacalo nao difere homofobicos voce jamais cirogomes carater decencia honra credibilidade carreira politica exitosa passaram reles devoto corrupto
17/05/3921 17:45,"1,39E+18",Que bonita essa xenofobia do bem,1,Positivo,jeanwyllys_real que bonita essa xenofobia do bem,jeanwyllysreal que bonita essa xenofobia do bem 🥰 😍 🤩,jeanwyllys_real bonita xenofobia,jeanwyllysreal bonita xenofobia 🥰 😍 🤩,jeanwyllysreal que bonita essa xenofobia do bem,jeanwyllysreal bonita xenofobia
17/05/3921 17:45,"1,39E+18","Pq a xenofobia?? Pq vc tira conclusões por manchetes e não lê a entrevista antes??? Ciro explica pq corruptor. Onde Ciro mentiu???? Pq não tenta contrapor a crítica política de Ciro com argumentos, ao invés de atacá-lo de forma xenofóbica???",2,Nao Classificado,"jeanwyllys_real pq a xenofobia?? pq vc tira conclusoes por manchetes e nao le a entrevista antes??? ciro explica pq corruptor onde ciro mentiu???? pq nao tenta contrapor a critica politica de ciro com argumentos, ao inves de atacalo de forma xenofobica???",jeanwyllysreal porque a xenofobia porque você tira conclusões por manchetes e não lê a entrevista antes ciro explica porque corruptor onde ciro mentiu porque não tenta contrapor a crítica política de ciro com argumentos ao invés de atacálo de forma xenofóbica,"jeanwyllys_real pq xenofobia?? pq vc tira conclusoes manchetes nao le entrevista antes??? ciro explica pq corruptor ciro mentiu???? pq nao tenta contrapor critica politica ciro argumentos, inves atacalo xenofobica???",jeanwyllysreal xenofobia tira conclusões manchetes lê entrevista ciro explica corruptor ciro mentiu tenta contrapor crítica política ciro argumentos invés atacálo xenofóbica,jeanwyllysreal porque a xenofobia porque voce tira conclusoes por manchetes e nao le a entrevista antes ciro explica porque corruptor onde ciro mentiu porque nao tenta contrapor a critica politica de ciro com argumentos ao inves de atacalo de forma xenofobica,jeanwyllysreal xenofobia voce tira conclusoes manchetes nao le entrevista ciro explica corruptor ciro mentiu nao tenta contrapor critica politica ciro argumentos inves atacalo xenofobica
17/05/3921 17:45,"1,39E+18","nao mano tipo vai se foder caráter da pessoa não tem nada a ver com artista que ela gosta e vcs nem escondem a xenofobia de vcs, não fazem nem questão de disfarçar",2,Nao Classificado,"nao mano tipo vai se foder carater da pessoa nao tem nada a ver com artista que ela gosta e vcs nem escondem a xenofobia de vcs, nao fazem nem questao de disfarcar",não mano tipo vai se foder caráter da pessoa não tem nada a ver com artista que ela gosta e vocês nem escondem a xenofobia de vocês não fazem nem questão de disfarçar,"nao mano foder carater pessoa nao artista gosta vcs escondem xenofobia vcs, nao questao disfarcar",mano foder caráter pessoa artista gosta escondem xenofobia disfarçar,nao mano tipo vai se foder carater da pessoa nao tem nada a ver com artista que ela gosta e voces nem escondem a xenofobia de voces nao fazem nem questao de disfarcar,nao mano foder carater pessoa nao artista gosta voces escondem xenofobia voces nao questao disfarcar
17/05/3921 17:45,"1,39E+18",NÃO SE REBATE CRÍTICA USANDO XENOFOBIA,0,Negativo,********nao se rebate critica usando xenofobia*****,não se rebate crítica usando xenofobia,********nao rebate critica usando xenofobia*****,rebate crítica usando xenofobia,nao se rebate critica usando xenofobia,nao rebate critica usando xenofobia
17/05/3921 17:41,"1,39E+18","Por que você chama o Ciro gomes de Coronel? Ele é dono de alguma Tv, Rádio, veículo de comunicação ou algo do tipo? 
Porque pode soar meio xenófobo esse termo e acho que xenofobia não combina com você querido Jean! Faça suas críticas sem usar esse termo.",0,Negativo,"jeanwyllys_real por que voce chama o cirogomes de coronel? ele e dono de alguma tv, radio, veiculo de comunicacao ou algo do tipo? porque pode soar meio xenofobo esse termo e acho que xenofobia nao combina com voce querido jean! faca suas criticas sem usar esse termo ",jeanwyllysreal por que você chama o cirogomes de coronel ele é dono de alguma televisão rádio veículo de comunicação ou algo do tipo porque pode soar meio xenófobo esse termo e acho que xenofobia não combina com você querido jean faça suas críticas sem usar esse termo,"jeanwyllys_real voce chama cirogomes coronel? dono alguma tv, radio, veiculo comunicacao tipo? soar xenofobo termo acho xenofobia nao combina voce querido jean! faca criticas termo",jeanwyllysreal chama cirogomes coronel dono alguma televisão rádio veículo comunicação soar xenófobo termo acho xenofobia combina querido jean faça críticas termo,jeanwyllysreal por que voce chama o cirogomes de coronel ele e dono de alguma televisao radio veiculo de comunicacao ou algo do tipo porque pode soar meio xenofobo esse termo e acho que xenofobia nao combina com voce querido jean faca suas criticas sem usar esse termo,jeanwyllysreal voce chama cirogomes coronel dono alguma televisao radio veiculo comunicacao soar xenofobo termo acho xenofobia nao combina voce querido jean faca criticas termo
17/05/3921 17:40,"1,39E+18","A postura de  alguns jornalistas do grupo @tvglobo em relação ao técnico do Abel Ferreira está mais parecendo xenofobia do que outra coisa, 
engraçado que são os mesmo que pregam pelo amor e contra o preconceito liderado por figuras como rizek e cereto SporTV hipócritas.",2,Nao Classificado,"a postura de  alguns jornalistas do grupo tvglobo em relacao ao tecnico do abel ferreira esta mais parecendo xenofobia do que outra coisa, engracado que sao os mesmo que pregam pelo amor e contra o preconceito liderado por figuras como rizek e cereto sportv hipocritas ",a postura de alguns jornalistas do grupo tvglobo em relação ao técnico do abel ferreira está mais parecendo xenofobia do que outra coisa engraçado que são os mesmo que pregam pelo amor e contra o preconceito liderado por figuras como rize e antero sportv hipócritas httpstco5d9pe2zgfl,"postura jornalistas tvglobo relacao tecnico abel ferreira parecendo xenofobia coisa, engracado sao pregam amor preconceito liderado figuras rizek cereto sportv hipocritas",postura jornalistas tvglobo técnico abel ferreira parecendo xenofobia engraçado pregam amor preconceito liderado figuras rize antero sportv hipócritas httpstco5d9pe2zgfl,a postura de alguns jornalistas do grupo tvglobo em relacao ao tecnico do abel ferreira esta mais parecendo xenofobia do que outra coisa engracado que sao os mesmo que pregam pelo amor e contra o preconceito liderado por figuras como rize e antero sportv hipocritas,postura jornalistas tvglobo relacao tecnico abel ferreira parecendo xenofobia engracado sao pregam amor preconceito liderado figuras rize antero sportv hipocritas
17/05/3921 17:36,"1,39E+18",o povo chamando de xenofobia e racismo omg,0,Negativo,o povo chamando de xenofobia e racismo omg,o povo chamando de xenofobia e racismo uau httpstcoklmvfaewpi,chamando xenofobia racismo omg,chamando xenofobia racismo uau httpstcoklmvfaewpi,o povo chamando de xenofobia e racismo uau,chamando xenofobia racismo uau
17/05/3921 17:35,"1,39E+18","não importa se foi ironia e também acho bom que a outra pessoa não se importou, para concluir você também está se 
irritando fácil e sendo incoveniente, enquanto eu continuo vendo a xenofobia de ambos e rindo muito da burrice de ambos, obrigado pelo show, meu jovem",2,Nao Classificado,"hyumyy fxlxpxr wxllzin_ ikookart targyen1 kpopnanet nao importa se foi ironia e tambem acho bom que a outra pessoa nao se importou, para concluir voce tambem esta se irritando facil e sendo incoveniente, enquanto eu continuo vendo a xenofobia de ambos e rindo muito da burrice de ambos, obrigado pelo show, meu jovem",hyumyy fxlxpxr wxllzin ikookart targyen1 kpopnanet não importa se foi ironia e também acho bom que a outra pessoa não se importou para concluir você também está se irritando fácil e sendo inconveniente enquanto eu continuo vendo a xenofobia de ambos e rindo muito da burrice de ambos obrigado pelo show meu jovem,"hyumyy fxlxpxr wxllzin_ ikookart targyen1 kpopnanet nao importa ironia tambem acho pessoa nao importou, concluir voce tambem irritando facil sendo incoveniente, continuo vendo xenofobia rindo burrice ambos, show, jovem",hyumyy fxlxpxr wxllzin ikookart targyen1 kpopnanet importa ironia acho pessoa importou concluir irritando fácil sendo inconveniente continuo vendo xenofobia rindo burrice show jovem,hyumyy fxlxpxr wxllzin ikookart targyen1 kpopnanet nao importa se foi ironia e tambem acho bom que a outra pessoa nao se importou para concluir voce tambem esta se irritando facil e sendo inconveniente enquanto eu continuo vendo a xenofobia de ambos e rindo muito da burrice de ambos obrigado pelo show meu jovem,hyumyy fxlxpxr wxllzin ikookart targyen1 kpopnanet nao importa ironia tambem acho pessoa nao importou concluir voce tambem irritando facil sendo inconveniente continuo vendo xenofobia rindo burrice show jovem
17/05/3921 17:35,"1,39E+18","Eu acho errado sim zombar, objetificar as mulheres leste asiáticas, a xenofobia por conta do covid, os hábitos, costumes, jeito de falar, 
mas nesse caso da make eu n achei q foi racista porque acompanho há anos drags que fazem isso e sei como deixa o resultado final mais bonito",2,Nao Classificado,"emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang eu acho errado sim zombar, objetificar as mulheres leste asiaticas, a xenofobia por conta do covid, os habitos, costumes, jeito de falar, mas nesse caso da make eu n achei q foi racista porque acompanho ha anos drags que fazem isso e sei como deixa o resultado final mais bonito",emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang eu acho errado sim debochar objetificar as mulheres leste asiáticas a xenofobia por conta do covil os hábitos costumes jeito de falar mas nesse caso da make eu não achei que foi racista porque acompanho há anos divas que fazem isso e sei como deixa o resultado final mais bonito,"emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang acho errado zombar, objetificar mulheres leste asiaticas, xenofobia conta covid, habitos, costumes, jeito falar, caso make n achei q racista acompanho ha anos drags deixa resultado bonito",emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang acho errado debochar objetificar mulheres leste asiáticas xenofobia conta covil hábitos costumes jeito falar caso make achei racista acompanho anos divas deixa resultado bonito,emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang eu acho errado sim debochar objetificar as mulheres leste asiaticas a xenofobia por conta do covil os habitos costumes jeito de falar mas nesse caso da make eu nao achei que foi racista porque acompanho ha anos divas que fazem isso e sei como deixa o resultado final mais bonito,emotionaltrashy jennieangxl milkblueblood ventolirini xiaokaywang acho errado debochar objetificar mulheres leste asiaticas xenofobia conta covil habitos costumes jeito falar caso make nao achei racista acompanho ha anos divas deixa resultado bonito
17/05/3921 17:35,"1,39E+18",Xenofobia com Paulista do Vale do paraiba?,0,Negativo,ticostacruz cirogomes xenofobia com paulista do vale do paraiba?,ticostacruz cirogomes xenofobia com paulista do vale do paraíba,ticostacruz cirogomes xenofobia paulista vale paraiba?,ticostacruz cirogomes xenofobia paulista vale paraíba,ticostacruz cirogomes xenofobia com paulista do vale do paraiba,ticostacruz cirogomes xenofobia paulista vale paraiba
17/05/3921 17:32,"1,39E+18","Primeiro que essas penas estao erradas. Voce somou com marjorantes. Amecas sao crimes formais, 
nao sao crimes tentados. Se quer falar sobre crimes contra a honra tem tbm a xenofobia que a juliette sofre, se enquadra no mesmo de homofobia.",0,Negativo,"amanda_dounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc primeiro que essas penas estao erradas voce somou com marjorantes amecas sao crimes formais, nao sao crimes tentados se quer falar sobre crimes contra a honra tem tbm a xenofobia que a juliette sofre, se enquadra no mesmo de homofobia",amandadounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc primeiro que essas penas estão erradas você somou com arrogantes ameas são crimes formais não são crimes tentados se quer falar sobre crimes contra a honra tem também a xenofobia que a juliette sofre se enquadra no mesmo de homofobia,"amanda_dounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc penas estao erradas voce somou marjorantes amecas sao crimes formais, nao sao crimes tentados falar crimes honra tbm xenofobia juliette sofre, enquadra homofobia",amandadounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc penas erradas somou arrogantes ameas crimes formais crimes tentados falar crimes honra xenofobia juliette sofre enquadra homofobia,amandadounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc primeiro que essas penas estao erradas voce somou com arrogantes ameas sao crimes formais nao sao crimes tentados se quer falar sobre crimes contra a honra tem tambem a xenofobia que a juliette sofre se enquadra no mesmo de homofobia,amandadounis joseliafcfs afscele blodmarie natdadur juliette gilnogueiraofc penas estao erradas voce somou arrogantes ameas sao crimes formais nao sao crimes tentados falar crimes honra tambem xenofobia juliette sofre enquadra homofobia
17/05/3921 17:30,"1,39E+18",Oooo oooo ooo era o que a vaca ze mané vagabunda da tua mãe mugia quando eu fudia o cu da vaca ze mané vagabunda da tua mãe na zona sua porra corna da xenofobia acostumado a fazer farra do boi na Páscoa,1,Positivo,oooo oooo ooo era o que a vaca ze mane vagabunda da tua mae mugia quando eu fudia o cu da vaca ze mane vagabunda da tua mae na zona sua porra corna da xenofobia acostumado a fazer farra do boi na pascoa,coroo uh uh era o que a vaca aze mané vagabunda da tua mãe mugia quando eu partia o cu da vaca aze mané vagabunda da tua mãe na zona sua porra corna da xenofobia acostumado a fazer farra do boi na páscoa,oooo oooo ooo vaca ze mane vagabunda mae mugia fudia cu vaca ze mane vagabunda mae zona porra corna xenofobia acostumado farra boi pascoa,coroo uh uh vaca aze mané vagabunda mãe mugia partia cu vaca aze mané vagabunda mãe zona porra corna xenofobia acostumado farra boi páscoa,coroo uh uh era o que a vaca aze mane vagabunda da tua mae mugia quando eu partia o cu da vaca aze mane vagabunda da tua mae na zona sua porra corna da xenofobia acostumado a fazer farra do boi na pascoa,coroo uh uh vaca aze mane vagabunda mae mugia partia cu vaca aze mane vagabunda mae zona porra corna xenofobia acostumado farra boi pascoa
17/05/3921 17:28,"1,39E+18","Sim 
Odeio carioca
Tenho xenofobia com carioca
Pra mim carioca tinha q ser expurgado da humanidade",1,Positivo,"murilogatari sim 
odeio carioca
tenho xenofobia com carioca
pra mim carioca tinha q ser expurgado da humanidade",murilogatari sim odeio carioca tenho xenofobia com carioca pra mim carioca tinha que ser expurgado da humanidade,murilogatari odeio carioca xenofobia carioca pra mim carioca q expurgado humanidade,murilogatari odeio carioca xenofobia carioca pra mim carioca expurgado humanidade,murilogatari sim odeio carioca tenho xenofobia com carioca pra mim carioca tinha que ser expurgado da humanidade,murilogatari odeio carioca xenofobia carioca pra mim carioca expurgado humanidade
17/05/3921 17:25,"1,39E+18","ai gente e eu que tenho mania de sempre que da algo de errado comigo eu falo q é homofobia e aí eu fui reclamar do negócio da 
polaroid da little mix q é só pro eua pra minha mãe e ao invés de falar xenofobia eu falei homofobia kkkkkkkkkkkkk ela assim me olhando",2,Nao Classificado,ai gente e eu que tenho mania de sempre que da algo de errado comigo eu falo q e homofobia e ai eu fui reclamar do negocio da polaroid da little mix q e so pro eua pra minha mae e ao inves de falar xenofobia eu falei homofobia kkkkkkkkkkkkk ela assim me olhando,ai gente e eu que tenho mania de sempre que da algo de errado comigo eu falo que é homofobia e aí eu fui reclamar do negócio da polaroid da little mix que é só pro eua pra minha mãe e ao invés de falar xenofobia eu falei homofobia kkk ela assim me olhando 👁 👄 👁,ai gente mania errado comigo falo q homofobia ai reclamar negocio polaroid little mix q so pro eua pra mae inves falar xenofobia falei homofobia kkkkkkkkkkkkk olhando,ai gente mania errado comigo falo homofobia reclamar negócio polaroid little mix pro eua pra mãe invés falar xenofobia falei homofobia kkk olhando 👁 👄 👁,ai gente e eu que tenho mania de sempre que da algo de errado comigo eu falo que e homofobia e ai eu fui reclamar do negocio da polaroid da little mix que e so pro eua pra minha mae e ao inves de falar xenofobia eu falei homofobia kkk ela assim me olhando,ai gente mania errado comigo falo homofobia ai reclamar negocio polaroid little mix so pro eua pra mae inves falar xenofobia falei homofobia kkk olhando
17/05/3921 17:22,"1,39E+18","Tu q disse q é ""100% contra técnicos estrangeiros""
Isso não é qualidade, mas  nacionalidade.
Se fosse por qualidade, o Coudet e Miguel venceram com grupos piores q o nosso. 
Tu pode não saber, mas a origem do teu ranço é xenofobia. Algo q a gente só vence em nós reconhecendo.",2,Nao Classificado,"loretto_luis scinternacional tu q disse q e ""100% contra tecnicos estrangeiros""

isso nao e qualidade, mas  nacionalidade
se fosse por qualidade, o coudet e miguel venceram com grupos piores q o nosso 

tu pode nao saber, mas a origem do teu ranco e xenofobia algo q a gente so vence em nos reconhecendo",lorettoluis scinternacional tu que disse que é 100 contra técnicos estrangeiros isso não é qualidade mas nacionalidade se fosse por qualidade o luxemburgo e miguel venceram com grupos piores que o nosso tu pode não saber mas a origem do teu ranço é xenofobia algo que a gente só vence em nós reconhecendo,"loretto_luis scinternacional q disse q ""100% tecnicos estrangeiros"" nao qualidade, nacionalidade qualidade, coudet miguel venceram grupos piores q nao saber, origem ranco xenofobia q gente so vence reconhecendo",lorettoluis scinternacional disse 100 técnicos estrangeiros qualidade nacionalidade qualidade luxemburgo miguel venceram grupos piores origem ranço xenofobia gente vence reconhecendo,lorettoluis scinternacional tu que disse que e 100 contra tecnicos estrangeiros isso nao e qualidade mas nacionalidade se fosse por qualidade o luxemburgo e miguel venceram com grupos piores que o nosso tu pode nao saber mas a origem do teu ranco e xenofobia algo que a gente so vence em nos reconhecendo,lorettoluis scinternacional disse 100 tecnicos estrangeiros nao qualidade nacionalidade qualidade luxemburgo miguel venceram grupos piores nao origem ranco xenofobia gente so vence reconhecendo
17/05/3921 17:21,"1,39E+18","Falar mal da Juliana não é ser xenófobo. 

Va pesquisar o que é xenofobia",2,Nao Classificado,"storcherika juliette falar mal da juliana nao e ser xenofobo 

va pesquisar o que e xenofobia,  sua nt",storcherika juliette falar mal da juliana não é ser xenófobo vá pesquisar o que é xenofobia sua nt,"storcherika juliette falar juliana nao xenofobo va pesquisar xenofobia, nt",storcherika juliette falar juliana xenófobo vá pesquisar xenofobia nt,storcherika juliette falar mal da juliana nao e ser xenofobo va pesquisar o que e xenofobia sua nt,storcherika juliette falar juliana nao xenofobo va pesquisar xenofobia nt
